Date,EW,GMV,GMR,MD,MV,MSV,SemiV,WUBC,WLBC,WUBC_Alt,FSD,SSD,SRF_LP,DMV,DMV_Yager,DMV_Return,DMV_Vars,EWMV,RP,HRP,CVaR,MAD
2021-06-30,0.080596204120022,0.05717491190581334,0.1142128785498985,0.05336877417940886,0.1045648280407776,0.080596204120022,0.1142128785609754,0.10542322112913693,0.0911220473347473,0.0954654346442618,0.1160617694902168,0.14457168313825208,0.1235346404440477,0.08505094303423845,0.08059620411969991,0.08775447569785688,0.0856411089980122,0.08778679129624861,0.0698561264041084,0.06626946407232384,0.15601464225408135,0.04601715812486825
2021-07-31,0.021317601666910414,0.018776495241462868,-0.02549418230477948,0.015633881218091564,0.018220292687916743,0.02726131730790195,-0.025494182296755517,0.01816429060623765,0.020497165307685437,0.017980891289771202,0.017564166481484848,-0.02549418230477948,-0.02549418230477948,0.019237521611313278,0.02131760161644671,0.007127347951338299,0.012278960396007824,0.020388408973212313,0.01972085820218557,0.022708354444265853,0.012016912645931445,0.05815389168007683
2021-08-31,0.06422697434950356,0.0658446023128646,0.13820416529907267,0.06119270920258522,0.08190186898126378,0.06890339793181646,0.1382041652679014,0.08182259096318073,0.07374075765280613,0.07414682883727683,0.08316911435043643,0.13820416529907267,0.1244675911943305,0.06856416066027472,0.06422697439341192,0.07060814558416469,0.07069768838745488,0.06952944273903158,0.062363621582215235,0.06304002455025667,0.11799273316210782,0.06952647540947413
2021-09-30,-0.056109078362646184,-0.04513928485659652,-0.07748474109828422,-0.04656420102751794,-0.08020522411038335,-0.05988869962347314,-0.07748474109805864,-0.08031517755464648,-0.0651720953524209,-0.06554691460623645,-0.07634265780170985,-0.07748474109828422,-0.0778428978720272,-0.06614474260366414,-0.05610907850969658,-0.06253883321462116,-0.06822481424513338,-0.06333792208696734,-0.05409652785368844,-0.05619427278444033,-0.07801171829592488,-0.06525547815590804
2021-10-31,0.07477498224370212,0.06370472348405029,0.21039608896881823,0.05607933348585106,0.10684455758125777,0.06803419216835502,0.2103960877131455,0.11159857676149351,0.08584367990914174,0.08804268249266103,0.11656487997142216,0.21039608896881823,0.16285480278401562,0.0779335878443238,0.07477498221310205,0.08381564716922117,0.07450827862567105,0.0843958548449688,0.06524571969135941,0.07569403091518122,0.16191737977748533,0.07481014332242221
2021-11-30,0.023645236523584322,-0.026022952831821704,0.2453384004227774,-0.01978631142916766,0.016777615925268555,0.01463753503983286,0.24533838902769364,0.024573842571603426,0.009583443875173448,0.02298299078103504,0.04680240721639523,0.2453384004227774,0.11901013013497391,0.009719929364153772,0.023645236387349895,0.0037404238142706957,0.013129622944151723,0.021584950344089596,0.005216074519854053,-0.016493506873204798,0.09033165727507739,-0.042053504982172404
2021-12-31,-0.023049383503634644,-0.005233526838261701,-0.10514964261363001,-0.01038838347683163,-0.009274855991142065,-0.033588519035853664,-0.10514964190001294,-0.008040887641742005,-0.0228166891175463,-0.02164591943985767,-0.01078188632706472,-0.07744630619530575,-0.04994085593390939,-0.016258205194243935,-0.023049383511354632,-0.019607181341449818,-0.01906137824751594,-0.018917025249886886,-0.01568536120270125,-0.014306449498970617,-0.03560887697264026,0.0270653924064227
2022-01-31,-0.12051191881412797,-0.11303339949364699,-0.18326743476070595,-0.12150939190889241,-0.1109295724110508,-0.12418825064336039,-0.18326743475227583,-0.11092956359082393,-0.1246041828970558,-0.12210823906358796,-0.15588782167618387,-0.18964941853117984,-0.15964015305674772,-0.1238204371411569,-0.12051191883238375,-0.11912462586159356,-0.12751859237112195,-0.1176372148932048,-0.11649738865789665,-0.12452711131383176,-0.21522091351190464,-0.08371058719086641
2022-02-28,-0.06267633884715171,-0.058045397555584924,-0.004133203168563375,-0.07377257428523679,-0.02194350208612658,-0.019066253786420406,-0.004133203289208523,-0.021943501589488774,-0.0477866224880286,-0.04778661864733646,-0.027145178886013793,-0.024584649600196618,-0.02736050124792775,-0.04129274673169393,-0.06267633884225575,-0.03753483456851872,-0.035511936686388065,-0.0504564878188442,-0.06371755810116927,-0.06525879054029221,-0.03224381730926658,-0.04610067910525789
2022-03-31,0.014124861233334313,0.032973620035514475,0.1125759555751582,0.01846763162514272,0.043385995098861097,0.04552496166628061,0.11257595458289704,0.04338599941728512,0.021911688435387745,0.022075191208285407,0.05369382890285605,0.06714141220899973,0.04291470406266138,0.02881351851598838,0.014124861242968877,0.027586572228231847,0.03767613629951916,0.02290320139299231,0.019777024460443698,0.024076644390216957,0.045586404556186864,0.030172618432947274
2022-04-30,-0.2365496418508181,-0.15695567222453183,-0.3860655139793452,-0.17239323081304547,-0.18559209096558932,-0.18281531780138194,-0.386065513246581,-0.18559209023619086,-0.2116797432027086,-0.21167974079201185,-0.26310800847741683,-0.2796599699050133,-0.3292848853029644,-0.18415530064872365,-0.23654964172283435,-0.1889335747048907,-0.19524930205099988,-0.2212623765852495,-0.20579628579451661,-0.1856437049744643,-0.11746629011027085,-0.15205574680809683
2022-05-31,-0.0019837389382012603,-0.023271036340244924,0.006716773591226347,-0.006286619602041675,-0.0362576004328294,0.007849478249394212,0.006716772531040052,-0.035557013244055635,-0.018928073974266525,-0.017656574443210747,-0.05134150420226746,-0.02633401523885982,-0.05603724960020073,-0.019823535006930505,-0.01029731430374404,-0.010103140976815372,-0.02067203528682558,-0.012265897386589689,-0.00876618423810547,-0.014734331085500603,-0.05603724960020073,-0.02638882642897352
2022-06-30,-0.12085384309672362,-0.09450437139948156,-0.20821918888478125,-0.11566746311989363,-0.09763566790106888,-0.12814844545718831,-0.20821918883359095,-0.0976356992655861,-0.11187205686317155,-0.1120008274323967,-0.1363517126555512,-0.1432897784725063,-0.13390587864025272,-0.0998195258934602,-0.1195946132094767,-0.10691462367468618,-0.09801210262161295,-0.1138883905380274,-0.11302393810782785,-0.10219746105996166,-0.08493675384926724,-0.11209291024666687
