Date,EW,GMV,GMR,MD,MV,MSV,SemiV,WUBC,WLBC,WUBC_Alt,FSD,SSD,SRF_LP,DMV,DMV_Yager,DMV_Return,DMV_Vars,EWMV,RP,HRP,CVaR,MAD
2021-06-14,0.012294929142645265,0.0011234624155125343,0.012738488030820875,0.006523219132364898,0.004584408514425414,0.011961705306877247,0.012738484962378378,0.012398912391624701,0.006969919958181099,0.0069699205093403695,0.012294929142995958,0.009402748431275726,0.004309225613658578,0.009821129009060918,0.012294929146614692,0.008290641998923005,0.011691183300366025,0.00843966882853534,0.010740371085094225,0.009209653079740624,0.0008729423867352797,0.001985256003994939
2021-06-15,-0.009610009244730475,-0.00766763432620831,-0.011118838227729279,-0.010097596929381999,-0.008023402635958864,-0.009576464486946589,-0.011118838528220857,-0.00897600114704137,-0.008890625403226965,-0.00889061155077081,-0.009610009244773971,-0.009532651628812196,-0.00821227909513283,-0.008728675141247859,-0.009610009247708683,-0.007939309394767072,-0.008801851882176307,-0.00881670594034467,-0.009107084935416378,-0.008532288922284543,-0.009111586189323867,-0.007748728387534257
2021-06-16,-0.003238638556061398,-0.003933956877938908,0.0012217577417302592,-0.005424620112875496,-0.004882784414527793,-0.002653270920257317,0.001221739849490601,-0.0029160875753424364,-0.0042120462321425635,-0.004212049160877567,-0.0032386385560544354,-0.00791170462261629,-0.0057197621471605994,-0.0032309980479074698,-0.003238638553560647,-0.004280908868544964,-0.003182995382626395,-0.004060711485294578,-0.003524154404235605,-0.004127348549177642,-0.004375100371554821,-0.0049459378363982875
2021-06-17,0.018165543139950502,0.0029009634050713553,0.04646057130951859,0.009544684811513302,0.009050151651635713,0.02023118160096842,0.04646056834031471,0.015617385616646353,0.011439133039142416,0.011439134582795368,0.018165543139563454,0.018103229723516884,0.007101397576029154,0.014217554759967155,0.018165543169264917,0.01127249046255284,0.015117953268761114,0.01360784739579322,0.014876242792161706,0.011514477241182127,0.001259613401580395,0.004452568332097692
2021-06-18,-0.002871871551138853,-0.013375694278336478,-0.000991993458805096,-0.010129549711165945,-0.010004491108851104,-0.0012563978619237943,-0.00099199261356276,-0.0032574476755947604,-0.008360184457203063,-0.008360280407756902,-0.002871871551067227,6.247290274726761e-05,-0.011053404265763225,-0.005155474441949013,-0.0028718715327390827,-0.008350808588648489,-0.003527566512483789,-0.00643818132999489,-0.005074592313505962,-0.006751152934516185,-0.013362155583259573,-0.013621886078950719
2021-06-21,0.0017507818040639039,0.011615196748583984,-0.011412358066220355,0.003831636995746992,0.012747418653114987,0.0024980037373058227,-0.011412355601114893,0.004683349234114065,0.007748062334192861,0.007748061596426579,0.0017507818041429977,0.007827918966208233,0.01385082384945284,0.006193367648447573,0.001750781797193867,0.008546518273349232,0.0054092254417164665,0.007249100228589314,0.003844835841775448,0.006849971828425984,0.013055523187718208,0.015119165912211657
2021-06-22,0.010498880019245753,0.0067067946194575645,0.024630099350411983,0.006746130561212812,0.006392504839633172,0.010062951934241025,0.0246300634658146,0.010266055854795925,0.007562524328948717,0.007562523959532429,0.010498880019224553,0.007821859172958337,0.005318487733399879,0.00943747271866296,0.010498880029602507,0.00792604196375098,0.010148462757274268,0.008445692429439464,0.009409428359184657,0.008482327739532483,0.006716613433403035,0.004590623179474521
2021-06-23,-0.0007584952990199372,-0.0044713168280610446,0.008987026700647039,-0.0034137527453493486,-0.002724356768629292,-0.0009585157748901762,0.008987022926749666,-0.0013375231938674897,-0.002550038647683825,-0.002550038336456618,-0.0007584952990156619,0.0008928955770676815,-0.003253797765177123,-0.00154252309044913,-0.0007584952889090634,-0.001967558284939283,-0.0011045158173448519,-0.0017414260338246101,-0.001776706376189078,-0.0025151259543363044,-0.003968917567465918,-0.004410874315474004
2021-06-24,0.00689699845629914,0.0017007149045412226,0.017511970485743832,0.009951001613350718,0.004102105586098174,0.0034502731861504026,0.01751196800708515,0.004442383783105951,0.005067597841249902,0.005067598099979069,0.006896998456550792,0.009134387193025433,0.0043691514849980035,0.0045287416170451435,0.006896998456905388,0.00526809644508745,0.004671862865521799,0.0054995520211986604,0.006053518011604834,0.004937617397227832,0.003122922350823852,0.002966995457014957
2021-06-25,-0.0029336013878357124,0.0023293680065873132,-0.009127158016716295,0.0022041388345260915,-0.0008970550193763121,-0.004786105507617535,-0.009127159488971349,-0.0034582193358712243,-0.0009522217426942267,-0.0009522219654778063,-0.0029336013875835643,-0.005106362275497506,-0.000642940233473509,-0.0025205162496725773,-0.0029336013994389685,-0.0016863791151072358,-0.0033021704015276584,-0.0019153282036060172,-0.0020763939827411573,-0.0015995381888108955,0.006112707819545081,0.0007980544604307831
